1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0074164134,0.0031878032,0.0359780047,-0.0056847545,-0.0030481997,0,0.0127497319,-0.0167159139,0.0025542784,-0.0062015504,0.0137931034,-0.0403611259,-0.0017680771,0.0200159637,-0.0163365712,0.0002100588,0.0300862613,-0.0225191784,0.0316622465,-0.0165562914
-0.0156828847,-0.0213759909,-0.0254551313,-0.0067637877,-0.0017175573,-0.0086206897,-0.0206753963,-0.0038135593,-0.0168831169,-0.0270700637,-0.0412926391,-0.0200433369,-0.0262153538,-0.0358051386,-0.0193531795,0.0073161432,-0.0084871632,-0.0312181014,-0.029585642,-0.0378006873
-0.0087194818,-0.0068415051,-0.0046940758,-0.0083945435,-0.0076923077,0.0033046927,0.0177988373,-0.0249283419,0.0038809832,-0.0072173216,0.0017921147,-0.0148433205,-0.0161485155,0.0302207968,-0.0003859265,-0.0031076688,-0.0120249087,-0.0066792259,0.0076293704,0.0068259386
0.000249066,-0.0022857143,0.0170246619,-0.0201605709,0.0001922707,0.0232408005,0.0210875073,0.015225387,0.0051480051,-0.0008025682,0.0106382979,-0.0150669643,-0.007107184,0.0017853845,0.0215859031,0.012038945,0.0530703538,0.0118463361,-0.0002368296,0.0084602369
0.0348557692,0.0029910269,0.0125687353,0.009542322,0.0035444008,-0.0204216074,0.0015955791,0.0258311807,-0.0077821012,0.0016025641,-0.0089445438,-0.0181818182,0.0218575813,-0.0078803673,-0.0062056738,-0.0050201459,0.0050576573,0.0151666667,-0.0132065411,-0.017211704
0.0178255224,0.0133501967,0.0026637418,-0.0007073386,-0.0010548523,-0.0229110512,0.0461766889,0.0014145448,0.0077220077,0.0142180095,0.0477001704,-0.00456621,0.0250351102,0.0102560953,0.0078532387,0.0079939251,0.0360764431,-0.010441226,0.0031362404,0.013582343
-0.0005905977,0.0101544026,-0.0021984925,0.0029971791,0.0003834356,-0.0061016949,-0.0114890741,-0.0086445657,0.0407407407,0.0147859922,0.0117845118,0.0234113712,0.0064308682,0.0269511175,-0.0015100988,0.0072580221,0.0195028681,-0.0100357204,0.0063646047,0.0328407225
0.0036483465,0.0173592127,0.0267461409,0.0104675506,9.58E-05,0.0013540961,0.0229282072,0.0014247402,0.0012330456,0.0122982321,0.058637084,0.0132013201,0.0154112658,0.0145456687,0.0071218842,0.0092405496,0.0015273005,0.0127623846,0.0242567922,0.0161550889
0.001762218,0.013750337,-0.0097222222,0.0006973501,0.0077983833,0.0047169811,-0.0100414999,0.0317292867,0.012180268,0.0173716012,0.0140625,0,-0.0077048095,0.0027015916,0.0064552169,-0.0061106322,-0.0200584226,0.0030970118,-0.0049721611,-0.0282392027
-0.0047214353,0.0053633682,-0.0093457944,0.0006968641,-0.0054503729,-0.017135024,0.0039123053,-0.0004871316,-0.0135802469,0.0342815463,-0.0648918469,0.0032894737,0.0148837761,0.0199723725,-0.0066229303,0.0064129277,-0.0124211357,-0.0071657393,0.0015083606,-0.0050083472
-0.0194945848,-0.0272727273,-0.0242501595,0.0125580595,-0.0163265306,0.0034153005,-0.002887178,-0.0085981002,-0.0074626866,-0.0465648855,0.0211726384,-0.0399087799,-0.0036303041,-0.0332441273,0.0060240964,0.0008385332,0.0082127493,-0.0037231342,0.0001378882,0.003327787
0.0110674759,0.0065681445,0.0190923318,0.0095416596,0.0058931504,0.0181086519,0.0052286619,0.0206111156,0.0207064555,0.006823351,0.0191693291,0.0206588498,0.0373531939,0.0043815501,0.0001241927,-0.0058458782,0.0478495625,0.000929918,0.0060219807,0.0066115702
0.0109463277,0.0116310522,0.0059116366,-0.0053100377,-0.0147044407,0.0551330798,-0.0022511717,0.0027193474,-0.0123304562,0.003776435,0.0324574961,-0.0061797753,0.0042215757,0.0044798114,0.0045125796,0.0086097031,-0.0218797565,-0.0127568493,-0.0065008406,-0.006655574
0.0280288297,-0.0054392168,0.0411694511,-0.004127967,0.0085528234,0.0505415162,-0.0024787273,0.0036656307,-0.0012345679,-0.0153374233,-0.0015479876,-0.0113636364,0.0003991788,0.0085904628,0.0011114542,0.0015603409,0.0331125828,-0.0068097578,0.0104428841,-0.0033388982
-0.01098774,0.0156605541,-0.0025422461,-0.0029325513,-0.0397130154,0.0766666667,0.0098538408,-0.0027167399,-0.0037174721,0.0446886447,-0.007800312,0.0106801574,-0.0028020815,0.0064448702,-0.0059006211,-0.0022621301,-0.0124790464,-0.0074685193,0.031874649,-0.005033557
0.0020775623,-0.0307671082,-0.0087494343,0.0166242578,-0.0082526745,-0.0146561443,0.0288509427,-0.0209658998,-0.0037313433,0.0051020408,0.0015576324,0.0214521452,0.0439037726,0.0274985884,0.0004966476,-0.0068035116,0.0020446097,-0.0141800247,-0.0112596057,-0.0205479452
-0.0146387165,-0.0128563443,-0.0106723586,-0.0092449923,-0.002860938,0.0279452055,0.0067137809,-0.0098031139,-0.0125944584,-0.0208333333,0,-0.0072022161,-0.0050555006,0.0078987172,-0.005618679,0.0091989753,0.014110317,-0.0114021023,-0.0009280238,-0.0051635112
-0.0099349497,-0.0110200622,0.0037970838,0.0163354665,0.0046781247,0.0703005604,0.0103857048,-0.0048009271,0.0037641154,0.0051813472,-0.0094339623,-0.0117713004,0.031763767,0.0167446984,0.0014338258,-0.0083470225,0.0090793536,0.0249283419,0.0103753837,0.0459770115
-0.0161038337,-0.0181242808,0.0133373295,-0.0003369272,0.0652153247,0.0035532995,-0.003931894,0.0033000578,0.0074719801,0.0656984786,0.007800312,0.0718002081,-0.0058870752,-0.0062073934,-0.0019362898,0.0018829446,-0.0009087605,-0.0048001396,-0.0130250023,-0.015
0.0139826994,-0.0633221169,0.0066984221,0.0070257611,0.0116508503,0.0055527511,-0.0223968989,-0.0258992806,0.0037220844,0.148409894,-0.0372168285,-0.0344456405,0.0060112778,-0.0170227157,0.0008113337,0.0019024929,-0.022296544,0.0035655274,-0.0172224164,0.0082644628
-0.0060801144,0.0129830918,0.0202712557,0.0112471055,-0.0012229539,-0.0243019648,0.0059937921,-0.0104335927,0.0649651972,-0.0366300366,0.0112,0.0132766861,0.0079164028,-0.01533795,-0.0164298401,-0.0052316152,0.0024096386,-0.001829587,-0.0004862154,0.0720858896
0.0244242847,-0.0786516854,-0.0088274239,-0.0180165011,0.0184672207,-0.0397849462,-0.0133772009,0.0091517668,0.0069124424,-0.0622568093,-0.0096930533,0.0182481752,-0.0188740119,0.0294934459,-0.0022889115,0.0024643967,-0.020620507,-0.0340540541,-0.0005291457,0.0015313936
0.0152330775,0.0247737018,0.0032262795,-0.0126172208,0.0136612022,0.018469657,0.0114018157,0.0456897946,0.001150748,0.0794029851,-0.0032414911,-0.0207557211,0.0134217507,-0.0010564359,0.0005083884,0.0021639762,0.0220166513,0.0455717971,0.0135627752,0.023916293
-0.0190242764,-0.0019093079,-0.027422028,0.0027206257,-0.0131020483,-0.0204631125,-0.0153879654,0.0266824085,0.003440367,-0.0151515152,-0.0098199673,-0.0178764897,-0.0017537333,-0.0077888602,-0.0063954976,0.0038903778,0.0022152483,0.0093696763,-0.0143032808,-0.0213740458
0.0213592233,0.014272271,0.0334935197,-0.0017032873,-0.0113848451,0.0621212121,0.0121535869,0.0034512511,0.0267857143,0.0782122905,0.0097244733,0.105620155,0.0122828198,0.0741855157,-0.0117114203,0.0050006595,-0.0063161806,-0.0146054792,0.0144832403,-0.0030627871
-0.0065532306,0.0051490092,-0.0074823944,-0.0010230179,-0.0123760038,0.0721649485,-0.008205017,0.0270167137,-0.0135746606,-0.0263761468,-0.0098199673,0.0440018527,-0.0062856539,-0.0110143711,-0.0107252632,0.0078912633,0.0082903464,0.004559532,-0.0062750876,0.03115727
0.028590574,0.0168737536,-0.007985803,0.0044135121,0.017997959,-0.0061291843,-0.0004339336,0.006972338,0.0412147505,0.0051340559,0.0362776025,0.0109940449,-0.0013752248,0.0208001643,0.0071423934,0.0043561261,0.0198627663,-0.0205443371,-0.0070699404,0.024602026
0.0328364658,-0.0197090568,0.0023605783,0.0176755044,-0.0157369016,-0.0546991546,0.0107673046,0.1581600102,0.0021645022,0.0162738496,-0.016025641,-0.0540801545,-0.0137265416,-0.0090692371,-0.0090414728,0.0023622359,-0.0339805825,-0.0039665051,0.0218394161,0.03085554
-0.0244550183,-0.0255052936,-0.0095323205,0.0079404467,0.0138462968,-0.0334018499,0.004203327,-0.0396656938,-0.0428893905,-0.0402802102,-0.0196078431,-0.0201970443,-0.0284548362,0.0044884693,-0.0060642014,-0.0018967704,-0.0424289607,-0.0279992751,0.0105078086,-0.0547337278
-0.0311501597,-0.02600395,-0.0428704567,0.0004960317,0.0046249191,0.0151821862,-0.0129902934,-0.014126194,-0.0219146482,-0.0070546737,-0.0166112957,-0.0507246377,-0.0212885785,-0.0119557273,0.0132682927,0.001661862,0.0059972915,-0.013034698,-0.0324087094,0.0014771049
0.0044303078,0.002790087,0.0057142857,0.0003305785,-0.0044597231,-0.0222452147,0.0121551294,0.0444787248,0.0011520737,0.0195965418,0.0227272727,0.0005173306,0.014103276,0.0028632412,0.0541371886,-0.0023797382,-0.0149224426,0.0106257379,-0.0081532011,0.0087847731
-0.0416518755,-0.0019733596,0.0003087849,0.000495622,0.008475357,0.0036082474,-0.0278072907,0.0053065661,0.0387596899,0.0125213432,-0.003257329,-0.0238347458,-0.0188380381,-0.0135070965,0.0101692851,-0.0026701511,-0.0181927229,0.0101582165,-0.0054420123,0.011577424
-0.0106433867,-0.0009876543,-0.0290753098,-0.0135632954,-0.0006452802,-0.0391001607,-0.0150236138,-0.0221539668,-0.0191873589,-0.0232964473,-0.0049099836,-0.0322580645,-0.0098257641,-0.0210095351,0.0097087379,-0.0083523333,-0.0268938616,0.0110241821,0.0028081177,-0.0191740413
-0.0091720975,-0.0039662866,-0.0186114258,-0.0003350084,-0.000461127,-0.0091891892,-0.0056845806,0.0118816996,-0.0033975085,-0.0052693208,-0.0032840722,-0.0116150442,0.0129130484,-0.0040566854,-0.0091893866,0.0116968997,-0.0089063795,0.0038965639,-0.0050211233,-0.0089285714
-0.0138260125,-0.0053164978,-0.0455160745,-0.0067453626,-0.0036097742,0.0117521368,-0.0148783543,-0.0042150315,-0.024361949,-0.0172721858,-0.0133111481,-0.0191657272,-0.0033948172,-0.0069716776,-0.0090267117,0.0098161779,-0.0364963504,-0.0249614233,-0.00517765,-0.0451010886
0.0116096263,0.0011616329,0.019249917,0.0038635982,-0.0015759711,0.025,0.0042705971,-0.003579331,0.0159817352,0.0400228702,0.013136289,0.0198895028,0.0222935222,0.0243383994,0.0039146125,-0.0064263146,0.0168847615,-0.0083287571,-0.007292808,0.0301659125
0.0197961119,0.01568115,0.0204811443,-0.0084702694,-0.0071895425,-0.0084033613,0.0164300052,0.0228920259,0.0415754923,0.0283333333,0.0032733224,-0.0151430174,0.0088277223,0.0104122844,0.0216623781,0.0264640939,-0.012825994,0.0455141085,0.0016713921,0.0321167883
0.0028368794,0.0231370672,0.020070086,-0.0027178529,-0.0052562418,0.0583580613,0.039385824,-0.0029976402,0.0235042735,-0.0233086981,0.0286168521,0.0362162162,0.0097192811,0.0324123543,0.0159001237,-0.0040313908,-0.0010699765,-0.0124712542,0.0003761404,0.0228245364
0.002946376,-0.0033621518,-0.0031959092,-0.0011904762,0.0139750116,-0.0024789291,0.033176828,0.0386289779,-0.0151843818,-0.0144175317,0,0.0075107296,0.0125462442,-0.0133546458,-0.0133675479,0.0118742711,0.0112145578,0.0179796752,0.0179201924,-0.0188953488
0.0101493234,-0.0082324455,-0.0111488124,0.001019368,0.0387865848,-0.0243778568,0.0069594432,-0.0028285064,0.0064655172,0.0102739726,-0.0064,-0.0119435396,-0.0019339243,0.0075226447,-0.0001790617,0.0063461809,0.0176678445,0.0169071813,-0.0022385811,0.0296191819
-0.0055131965,0.0111731844,-0.0021049223,-0.002554931,0.0053972748,-0.0244536941,0.0226503602,-0.0089961534,-0.0065075922,0.0384193194,0,0.0048622366,0.0171594509,-0.0043688322,0.0069938359,-0.0047550652,0.0018672199,-0.0330804517,-0.0005771981,-0.0071022727
-0.0017626322,-0.0006388756,-0.0094802223,-0.0029039973,-0.0016839493,-0.0147835269,0.0190955104,0.0282165682,0.0880316518,0.035978836,0.0063593005,0.0319037657,0.004310798,0.0058760411,-0.001662313,-0.0019296811,-0.0012463648,-0.0077340208,0.0003014305,0.0056497175
-0.0097294732,0.0071360609,-0.0021294021,0.0071234735,0.0192959583,0.0145681582,-0.0207326892,0.0039634879,0.0850678733,0,-0.0015923567,-0.0143236074,0.0002627845,0.0151964978,-0.0071150972,-0.0032210258,-0.0145416228,0.0047774927,-7.75E-05,0.0327868852
-0.0131025364,-0.000952381,-0.0080911493,0.0001695778,0.0194323702,-0.0089238845,-0.0063130887,-0.0177239946,-0.0165593376,-0.0117773019,0.0015898251,0.0110178384,-0.0084804155,-0.0111427699,0.0147275405,0.0129227281,-0.0019003378,-0.0161826845,-0.0004911803,0
-0.0048315014,-0.0067114094,-0.0149153679,0.0127239243,-0.01610808,-0.0198072805,0.0239876108,0,0.0063985375,-0.0026838433,0.0426179604,0.0078084331,0.0028012685,-0.0034206361,0.0027025439,0.008345199,0.0027374184,-0.0072444082,0.0010415949,-0.0166666667
-0.0242484226,-0.0195503421,-0.0098155356,-0.0231243577,-0.0161929068,0.0111169931,0.0258081084,0.0009769203,0.0258236866,-0.0043126685,0.0015197568,-0.0294748124,-0.0265313873,-0.0146601741,-0.0105081928,0.0063349379,0.0132973198,-0.0076649329,-0.0020788945,-0.014084507
-0.0131611933,-0.0001629461,-0.030519707,-0.0086385625,-0.0203843391,-0.0128686327,-0.0152517517,-0.0169512574,-0.0293308891,-0.0575826682,-0.0378548896,-0.0241492865,-0.0125810351,-0.0238133121,0.015488924,0.0116288239,0.0047559967,-0.0014621219,-0.0198736672,-0.0395314788
0.0117676205,-0.0120382586,0.0115497328,0.0018968788,0.0166019075,-0.0016111708,-0.0156224142,-0.0008700516,-0.0331439394,-0.0063109581,-0.0015797788,0.0727735369,-0.0094276841,-0.000265252,-0.0198497854,0.0357481409,0.0012391574,-0.001189387,-0.001753783,-0.0118518519
-0.0034804226,0.0178166505,-0.0055468885,-0.022931734,0.0039581318,0.0053418803,-0.0036207813,-0.0150769619,0.0338517841,0.0079681275,-0.0031695721,-0.0402329275,0.0132428587,-5.31E-05,-0.0066606661,-0.0063101943,0.0092081031,-0.0041341295,0.0017155828,-0.0074626866
-0.0130965873,-0.0073421439,-0.0235982967,-0.0033628319,0.0022817025,-0.0053705693,0.0075168139,-0.0245604964,-0.0321057602,-0.0232964473,-0.0128410915,-0.0221861472,0.0139750715,-0.0063534437,0.0015577257,-0.0140652724,0.0020420666,-0.0273714016,0.0029036361,-0.0229007634
0.0123134328,0.0130434783,0.0134780326,-0.0046230441,0.0055851296,0.044638276,0.0166634248,0.0337247065,0.0628318584,0.0120828539,0.0079617834,0.0429829104,0.0052600505,0.0017587806,0.0186959845,-0.0051423639,0.0111066236,0.0232322301,0.002118403,0.058908046
0.0222546516,0.0070354973,0.0190590659,0.0060091905,-0.0176731794,-0.012993763,0.0058336288,0.0127628091,0.0148212729,-0.0081206497,0.0308641975,0.0349825087,-0.0114549403,0.0173352886,0.0454035245,0.0107858719,-0.0160032827,0.0180155713,0.0059951621,0.0042918455
-0.0024381324,-0.0035301669,0.0005148447,0.0224602626,0.0088028169,-0.0046997389,-0.019752843,0.011759688,-0.0105726872,-0.0011614402,-0.0093457944,-0.0526038927,-0.0052938929,0.0040164832,0.0038018562,-0.013374684,0.0901624043,0.0078146052,-0.0075306618,0.002853067
-0.0081110975,-0.0156453716,0.0061402013,-0.0055594163,0.0016697425,-0.0257096947,-0.026587489,0.002188716,-0.0374771481,-0.0195381883,-0.0142180095,-0.0084880637,-0.000600699,0.0198875256,-0.0012315271,-0.0030585037,-0.030588688,0.0101360363,0.0270558432,-0.0086330935
-0.012190571,-0.0162305399,-0.0338564627,-0.0020891365,-0.0033506745,-0.0059267241,0.0057031669,-0.0042127114,-0.0186219739,-0.0138055222,-0.0176848875,-0.0085607277,-0.0010386487,-0.0057589469,-0.0203918433,-0.0093084124,0.0429018597,-0.0131519683,-0.0102978181,-0.0190615836
0.0011182903,0.0065811122,0.0035143209,0.0048510049,0.001232937,0.0122405535,-0.0099613743,-0.0033078101,0.0009302326,-0.0078644888,-0.0032258065,0.0042621204,0.0074335323,0.0007193505,-0.0182040247,-0.0154482567,0.0020213157,-0.005252196,-0.0001809986,0.0058309038
0.006665021,0.0379867047,0.0451342282,0.0037970314,0.0065616798,-0.0005324814,0.032042242,0.0199315603,0,0.0131343284,0,0.0026567481,-0.0019026909,0.0037878788,0.0037084251,0.0072822248,0.0751189667,0.0070137578,0.0056904368,0.0269503546
0.0017249877,-0.0152659489,0.0337224384,0.0206220419,0.0049621311,0.0110584518,0.015784377,0.008629925,0.0046296296,0.0244612697,0.0064102564,-0.011827957,0.0013572204,0.0426345193,0.0265117329,0.0008556866,0.008091706,0.001795171,-0.0068945879,0.0098314607
0.0340395144,0.0035228183,0.0248221344,-0.011627907,0.0077740347,0.0370182556,-0.0124183007,0.0325329648,0.04,-0.0052693208,0.0204081633,0.0241343127,0.005345861,0.0070072993,-0.0018649336,0.001660777,0.0113333333,0.0206575246,0.0030539473,-0.0056497175
0.0059157596,-0.0017645172,0.0031520883,0.0138279933,0.0029282577,-0.0076647931,0.0108611327,-0.0062576047,0.0466101695,-0.0154577883,-0.0095087163,-0.0026301946,-0.0084953439,-0.0047425806,0.0057871671,0.0025298501,-0.023366877,0.0109546166,-0.0018702705,0.0070126227
-0.0042775665,-0.0040264133,-0.0003153082,0.0041981528,-0.0107948115,0.0364352536,0.0030935808,-0.0052420059,0.0280065898,0.0011876485,-0.0031796502,-0.0100956429,-0.0056958212,0.0121709732,0.0373735735,-0.0027969875,0.0142905178,0.026326928,0.0011535813,0.0219478738
0.0028436019,-0.0009672739,-0.0018954352,0.012765252,0.0003480985,-0.0089418778,-0.0106826472,-0.0018673047,0.0049180328,0.0047281324,0.0031695721,-0.0031982942,0.0080943068,-0.0044144756,0.0212799746,-0.0028795589,-0.0110487846,0.0010992728,-0.0006288387,0.0581395349
0.0051862329,0.0169572108,0.0167727908,0.0042918455,0.0126310363,0.0122669284,-0.0057651992,-0.0023982218,0.01453958,-0.035495716,0,-0.0005333333,0.010109701,0.0212240634,-0.0193718973,0.0052523456,0.0052417991,-0.0075828576,0.022244121,0.0152671756
-0.0041425021,-0.0011105823,0.0130288167,0.0120678408,0.0092789648,-0.0064197531,-0.0101250744,-0.0067722749,-0.0206100577,-0.0149068323,-0.0031796502,-0.0075228372,-0.0065493911,-0.01582019,-0.0140074415,-0.0048789312,-0.0100768574,0.0325585229,-0.0065533466,0.0332103321
-0.0091973244,-0.0052631579,0.0195371205,0.0045454545,-0.0025603824,0.0112304688,0.0175541252,0.0031114242,-0.0066390041,-0.0235219326,-0.0194489465,0.0132555673,0.0004869076,0.010169006,-0.0136439268,0.0011532248,-0.0089608823,-0.0111685281,-0.0083347581,0.0012285012
0.0306819498,0.0052356021,-0.0084874204,0.0198886237,-0.006961155,0.0531668978,0.0342814089,0.0075161685,0.0187296417,0.0187149095,0.0048387097,0.0031712474,-0.0034200098,0.0095985626,0.0007758812,-0.0013410247,0.0268321315,-0.0124894515,-0.0014553548,0.0239808153
-0.0174343268,-0.0081573896,-0.0136733753,0.0072658348,-0.0044889503,-0.0339388145,0.0199975388,-0.0066866092,-0.0115321252,-0.005015674,0.0143084261,-0.0042462845,-0.0124209948,-0.005945586,-0.0024444444,0.0083588391,-0.0008392078,0.0076208023,0.0027234929,0.0211267606
0.0338037787,-0.0030482914,0.0070175439,0.0067461563,-0.0018161377,-0.0387288977,-0.016004001,-0.00863752,-0.0125104254,-0.013986014,-0.0096308186,-0.0042643923,0.0015365198,-0.0051635112,-0.012145749,-0.0091865264,-0.0015128593,-0.0212966131,-0.0089325707,0.0173010381
-0.0124452639,0.0132974513,0.0142857143,-0.0282303597,0.0027598103,0.0194741967,-0.0171366801,0.0130211375,0.0090909091,0.0094458438,0,0.0234252993,0.0039899432,0.0095652997,0.027080256,0.0025603298,0.0210630245,-0.0008560178,-0.0001809237,0.0203389831
-0.0091871148,0.0039419741,0.0194632852,0.0054548372,0.0004310345,0.0176948828,-0.0185227162,0.0409900325,-0.0083333333,0.0154990701,0.0047923323,0.0046632124,0.0059763121,0.0377289711,-0.0092204064,-0.0110581209,0.0050753111,0.0093283582,0.0249330051,0
0.0038229842,0.047318612,0.0013252835,-0.0067840414,0.0116724887,0.0971502591,0.0163720338,0.0184676267,0.0566037736,-0.0144654088,0.0486322188,-0.0025974026,0.0031952342,0.0109959441,0.0050538343,0.0017531162,-0.0185092546,-0.0011886568,0.0854761265,0.0463362069
0.0044977511,0.0022482014,0.0020573108,0.0051422144,0.0118706853,-0.0618982118,-0.0054443555,0.0177086708,0.0101167315,-0.0012594458,0.0294985251,-0.0057471264,0.005707824,-0.019105355,0.0021378063,-0.0028764987,-0.0035140562,-0.0006796941,-0.0025030807,0.01171459
0.0091418124,0.0227039695,-0.0075510808,0.01907314,-0.023877252,-0.0041436464,-0.0164388021,0.0073423013,-0.0255387071,0.0050125313,-0.0210843373,-0.0057803468,0.013178171,0.0343695951,0.0029513035,-0.0004787494,-0.0139124533,-0.0065851364,-0.003260752,-0.0184381779
-0.0098084468,-0.0045615068,-0.0086618877,0.0290786654,0.0007751938,-0.0116441546,0.0090961873,-0.016728422,-0.0088566828,-0.0276883451,-0.0262751159,0.0246027678,0.0014856476,-0.0120736086,-0.0034000548,0.0002903928,-0.0035756853,-0.0177561145,-0.0141284332,0.0043196544
0.0033352501,0.0097624945,-0.0026954178,-0.0174400498,-0.000862069,-0.0018665422,0.0090458686,-0.0117984342,-0.0032310178,-0.0032299742,0.0107033639,-0.0119294606,-0.0049053586,-8.98E-05,-0.0135623367,-0.0005219038,0.0084416681,0.0008696408,0.0007360484,-0.0043383948
0.0053763441,-0.006600176,0.0166396702,-0.0072145546,0.0186125212,0.0133517495,-0.0105953419,-0.0034299624,0.0628311885,0.0025773196,0,-0.0083682008,0.0118545838,0.0094264117,0.0115921327,0.0006237431,-0.028120118,-0.0095697981,0.0066735632,-0.0301675978
-0.0109864693,-0.0145833333,-0.0010318396,-0.0120634921,0.0249938134,-0.0382409178,-0.0235410812,0.0157364552,-0.0091673033,0.0095724314,-0.0015313936,0.0041666667,0.0001580361,0.0038975994,-0.0060244293,1.08E-05,-0.0108791016,-0.0228089081,-0.0050578487,-0.0124434389
-0.0247689026,-0.0034343736,-0.0274117825,0.0510619069,0.0118193675,-0.0175097276,-0.0029845797,-0.0324375984,-0.0480384307,-0.047459893,-0.0251177394,-0.0305958132,-0.0283872366,-0.0329871437,-0.0048875312,0.0080539347,-0.045112782,0.004558863,-0.0171189581,-0.0461538462
0.002482563,0.0220502336,0.0141833383,-0.0191894381,-0.0342269432,0.006763285,-0.0078542781,0.0041428731,0.0039872408,0.0644152595,0.0108695652,-0.0021516945,0.0016765819,0.0144738029,-0.0041829336,-0.0070038994,0.0178314121,-0.0065682922,-0.0087345001,-0.036809816
-0.0095476787,-0.0035169988,-0.0250994796,-0.0010757646,0.0046152555,-0.0237388724,-0.0119732125,-0.0081842298,-0.0502512563,-0.0362929358,-0.0125786164,-0.0265046935,-0.0052190932,-0.0441619586,-0.0036945813,0.0090693293,-0.0074396661,-0.0110070045,-0.0250848907,-0.1028416779
-0.0021528525,0.0233290396,0.0149253731,0.0109439124,0.0074956276,0.0117302053,0.0022609928,0.0062819003,-0.0042052145,0.02279924,0.0139534884,-0.01856018,0.0124557071,0.0183935669,-0.0032009884,0.0022939921,-0.0023644962,-0.0022793581,0.0058117674,0.0289093298
0.0091253852,0.0168847615,-0.0143752867,-0.0230135282,0.0139607457,-0.0281407035,0.0116732815,0.0201154163,0.0285947712,-0.023331173,-0.001552795,0.013318535,0.0413793103,0.0186403011,0.0051955307,-0.0150381614,0.0564613008,-0.0074400661,0.0175469592,-0.0119680851
-0.0093301435,0.0116812683,0.0481804949,-0.0199841396,-0.0195930671,-0.0015098138,-0.0046238901,-0.0044716794,0.0016313214,0.0416149068,0.0030959752,-0.023282226,0.0119501653,0.0189980424,-0.0097591245,0.00100154,0.0117028494,-0.0063782585,-0.0025279972,0.0169934641
-0.03567889,0.0143914474,-0.0102941176,-0.0041407867,0.0100298408,-0.0580404686,-0.0073241528,-0.0211974292,-0.0182724252,0.0218712029,-0.012539185,-0.059566787,-0.0174884876,0.0004891715,-0.0117573198,0.0083512212,0.0018621974,-0.0387939313,-0.0008541292,-0.02
